timestamp,wheel_rpm,speed,distance
2025-06-05T16:17:04Z,378.98,71.44,19.84
2025-06-05T16:17:05Z,374.05,70.51,19.59
2025-06-05T16:17:06Z,367.64,69.3,19.25
2025-06-05T16:17:07Z,366.54,69.09,19.19
2025-06-05T16:17:08Z,365.33,68.86,19.13
2025-06-05T16:17:09Z,364.8,68.76,19.1
2025-06-05T16:17:10Z,368.45,69.45,19.29
2025-06-05T16:17:11Z,371.21,69.97,19.44
2025-06-05T16:17:12Z,378.91,71.42,19.84
2025-06-05T16:17:13Z,372.52,70.22,19.51
2025-06-05T16:17:14Z,370.97,69.93,19.42
2025-06-05T16:17:15Z,368.41,69.44,19.29
2025-06-05T16:17:16Z,374.17,70.53,19.59
2025-06-05T16:17:17Z,370.17,69.78,19.38
2025-06-05T16:17:18Z,365.24,68.85,19.12
2025-06-05T16:17:19Z,364.42,68.69,19.08
2025-06-05T16:17:20Z,363.18,68.46,19.02
2025-06-05T16:17:21Z,359.65,67.79,18.83
2025-06-05T16:17:22Z,355.67,67.04,18.62
2025-06-05T16:17:23Z,362.41,68.31,18.98
2025-06-05T16:17:24Z,361.5,68.14,18.93
2025-06-05T16:17:25Z,367.25,69.23,19.23
2025-06-05T16:17:26Z,368.05,69.38,19.27
2025-06-05T16:17:27Z,360.9,68.03,18.9
2025-06-05T16:17:28Z,368.85,69.53,19.31
2025-06-05T16:17:29Z,374.2,70.53,19.59
2025-06-05T16:17:30Z,381.66,71.94,19.98
2025-06-05T16:17:31Z,388.45,73.22,20.34
2025-06-05T16:17:32Z,394.0,74.27,20.63
2025-06-05T16:17:33Z,388.69,73.27,20.35
2025-06-05T16:17:34Z,388.46,73.22,20.34
2025-06-05T16:17:35Z,383.9,72.36,20.1
2025-06-05T16:17:36Z,382.33,72.07,20.02
2025-06-05T16:17:37Z,375.3,70.74,19.65
2025-06-05T16:17:38Z,373.38,70.38,19.55
2025-06-05T16:17:39Z,381.1,71.84,19.95
2025-06-05T16:17:40Z,377.36,71.13,19.76
2025-06-05T16:17:41Z,381.88,71.98,20.0
2025-06-05T16:17:42Z,381.17,71.85,19.96
2025-06-05T16:17:43Z,379.94,71.62,19.89
2025-06-05T16:17:44Z,387.22,72.99,20.27
2025-06-05T16:17:45Z,395.11,74.48,20.69
2025-06-05T16:17:46Z,395.99,74.64,20.73
2025-06-05T16:17:47Z,399.47,75.3,20.92
2025-06-05T16:17:48Z,393.97,74.26,20.63
2025-06-05T16:17:49Z,390.74,73.65,20.46
2025-06-05T16:17:50Z,398.2,75.06,20.85
2025-06-05T16:17:51Z,399.46,75.3,20.92
2025-06-05T16:17:52Z,400.13,75.42,20.95
2025-06-05T16:17:53Z,404.08,76.17,21.16
2025-06-05T16:17:54Z,397.03,74.84,20.79
2025-06-05T16:17:55Z,398.37,75.09,20.86
2025-06-05T16:17:56Z,398.41,75.1,20.86
2025-06-05T16:17:57Z,404.03,76.16,21.15
2025-06-05T16:17:58Z,398.58,75.13,20.87
2025-06-05T16:17:59Z,405.91,76.51,21.25
2025-06-05T16:18:00Z,399.23,75.25,20.9
2025-06-05T16:18:01Z,394.23,74.31,20.64
2025-06-05T16:18:02Z,395.74,74.6,20.72
2025-06-05T16:18:03Z,398.53,75.12,20.87
2025-06-05T16:18:04Z,394.31,74.33,20.65
2025-06-05T16:18:05Z,388.26,73.19,20.33
2025-06-05T16:18:06Z,394.48,74.36,20.65
2025-06-05T16:18:07Z,390.44,73.6,20.44
2025-06-05T16:18:08Z,391.94,73.88,20.52
2025-06-05T16:18:09Z,393.84,74.24,20.62
2025-06-05T16:18:10Z,392.56,73.99,20.55
2025-06-05T16:18:11Z,393.89,74.25,20.62
2025-06-05T16:18:12Z,394.25,74.31,20.64
2025-06-05T16:18:13Z,401.17,75.62,21.01
2025-06-05T16:18:14Z,396.46,74.73,20.76
2025-06-05T16:18:15Z,399.9,75.38,20.94
2025-06-05T16:18:16Z,395.74,74.6,20.72
2025-06-05T16:18:17Z,394.08,74.28,20.63
2025-06-05T16:18:18Z,396.82,74.8,20.78
2025-06-05T16:18:19Z,393.63,74.2,20.61
2025-06-05T16:18:20Z,390.71,73.65,20.46
2025-06-05T16:18:21Z,394.72,74.4,20.67
2025-06-05T16:18:22Z,387.91,73.12,20.31
2025-06-05T16:18:23Z,387.25,72.99,20.28
2025-06-05T16:18:24Z,395.18,74.49,20.69
2025-06-05T16:18:25Z,403.08,75.98,21.11
2025-06-05T16:18:26Z,396.29,74.7,20.75
2025-06-05T16:18:27Z,391.72,73.84,20.51
2025-06-05T16:18:28Z,387.98,73.13,20.31
2025-06-05T16:18:29Z,394.88,74.43,20.68
2025-06-05T16:18:30Z,400.94,75.58,20.99
2025-06-05T16:18:31Z,406.98,76.71,21.31
2025-06-05T16:18:32Z,404.9,76.32,21.2
2025-06-05T16:18:33Z,399.45,75.3,20.92
2025-06-05T16:18:34Z,404.77,76.3,21.19
2025-06-05T16:18:35Z,408.01,76.91,21.36
2025-06-05T16:18:36Z,409.78,77.24,21.46
2025-06-05T16:18:37Z,417.54,78.7,21.86
2025-06-05T16:18:38Z,419.99,79.17,21.99
2025-06-05T16:18:39Z,412.15,77.69,21.58
2025-06-05T16:18:40Z,417.2,78.64,21.84
2025-06-05T16:18:41Z,414.01,78.04,21.68
2025-06-05T16:18:42Z,416.61,78.53,21.81
2025-06-05T16:18:43Z,423.59,79.85,22.18
2025-06-05T16:18:44Z,417.77,78.75,21.87
2025-06-05T16:18:45Z,411.65,77.59,21.55
2025-06-05T16:18:46Z,405.4,76.42,21.23
2025-06-05T16:18:47Z,406.25,76.58,21.27
2025-06-05T16:18:48Z,402.62,75.89,21.08
2025-06-05T16:18:49Z,404.29,76.21,21.17
2025-06-05T16:18:50Z,407.76,76.86,21.35
2025-06-05T16:18:51Z,403.04,75.97,21.1
2025-06-05T16:18:52Z,405.17,76.37,21.21
2025-06-05T16:18:53Z,401.42,75.67,21.02
2025-06-05T16:18:54Z,401.24,75.63,21.01
2025-06-05T16:18:55Z,407.69,76.85,21.35
2025-06-05T16:18:56Z,413.19,77.89,21.63
2025-06-05T16:18:57Z,406.71,76.66,21.3
2025-06-05T16:18:58Z,405.49,76.43,21.23
2025-06-05T16:18:59Z,401.94,75.76,21.05
2025-06-05T16:19:00Z,394.03,74.27,20.63
2025-06-05T16:19:01Z,398.35,75.09,20.86
2025-06-05T16:19:02Z,400.53,75.5,20.97
2025-06-05T16:19:03Z,396.74,74.78,20.77
2025-06-05T16:19:04Z,400.58,75.51,20.97
2025-06-05T16:19:05Z,401.4,75.66,21.02
2025-06-05T16:19:06Z,400.25,75.45,20.96
2025-06-05T16:19:07Z,392.45,73.98,20.55
2025-06-05T16:19:08Z,385.69,72.7,20.19
2025-06-05T16:19:09Z,391.79,73.85,20.51
2025-06-05T16:19:10Z,398.22,75.06,20.85
2025-06-05T16:19:11Z,398.94,75.2,20.89
2025-06-05T16:19:12Z,404.27,76.2,21.17
2025-06-05T16:19:13Z,405.58,76.45,21.24
2025-06-05T16:19:14Z,399.98,75.39,20.94
2025-06-05T16:19:15Z,394.05,74.28,20.63
2025-06-05T16:19:16Z,391.0,73.7,20.47
2025-06-05T16:19:17Z,397.35,74.9,20.81
2025-06-05T16:19:18Z,402.06,75.79,21.05
2025-06-05T16:19:19Z,407.8,76.87,21.35
2025-06-05T16:19:20Z,414.15,78.07,21.68
2025-06-05T16:19:21Z,409.54,77.2,21.44
2025-06-05T16:19:22Z,405.55,76.44,21.23
2025-06-05T16:19:23Z,399.23,75.25,20.9
2025-06-05T16:19:24Z,403.69,76.09,21.14
2025-06-05T16:19:25Z,409.8,77.25,21.46
2025-06-05T16:19:26Z,408.31,76.96,21.38
2025-06-05T16:19:27Z,410.23,77.33,21.48
2025-06-05T16:19:28Z,404.73,76.29,21.19
2025-06-05T16:19:29Z,411.57,77.58,21.55
2025-06-05T16:19:30Z,417.38,78.67,21.85
2025-06-05T16:19:31Z,424.96,80.1,22.25
2025-06-05T16:19:32Z,429.9,81.03,22.51
2025-06-05T16:19:33Z,435.97,82.18,22.83
2025-06-05T16:19:34Z,428.41,80.75,22.43
2025-06-05T16:19:35Z,432.17,81.46,22.63
2025-06-05T16:19:36Z,429.5,80.96,22.49
2025-06-05T16:19:37Z,436.36,82.25,22.85
2025-06-05T16:19:38Z,441.17,83.16,23.1
2025-06-05T16:19:39Z,446.96,84.25,23.4
2025-06-05T16:19:40Z,451.91,85.18,23.66
2025-06-05T16:19:41Z,448.2,84.48,23.47
2025-06-05T16:19:42Z,452.77,85.35,23.71
2025-06-05T16:19:43Z,446.54,84.17,23.38
2025-06-05T16:19:44Z,452.46,85.29,23.69
2025-06-05T16:19:45Z,458.17,86.36,23.99
2025-06-05T16:19:46Z,453.75,85.53,23.76
2025-06-05T16:19:47Z,458.79,86.48,24.02
2025-06-05T16:19:48Z,458.16,86.36,23.99
2025-06-05T16:19:49Z,455.05,85.78,23.83
2025-06-05T16:19:50Z,459.76,86.66,24.07
2025-06-05T16:19:51Z,455.42,85.84,23.85
2025-06-05T16:19:52Z,447.84,84.42,23.45
2025-06-05T16:19:53Z,442.95,83.5,23.19
2025-06-05T16:19:54Z,440.22,82.98,23.05
2025-06-05T16:19:55Z,446.02,84.07,23.35
2025-06-05T16:19:56Z,453.45,85.47,23.74
2025-06-05T16:19:57Z,449.94,84.81,23.56
2025-06-05T16:19:58Z,452.19,85.24,23.68
2025-06-05T16:19:59Z,450.59,84.93,23.59
2025-06-05T16:20:00Z,458.25,86.38,23.99
2025-06-05T16:20:01Z,458.82,86.49,24.02
2025-06-05T16:20:02Z,465.82,87.8,24.39
2025-06-05T16:20:03Z,459.69,86.65,24.07
2025-06-05T16:20:04Z,467.18,88.06,24.46
2025-06-05T16:20:05Z,462.06,87.1,24.19
2025-06-05T16:20:06Z,469.43,88.48,24.58
2025-06-05T16:20:07Z,465.69,87.78,24.38
2025-06-05T16:20:08Z,459.46,86.61,24.06
2025-06-05T16:20:09Z,458.42,86.41,24.0
2025-06-05T16:20:10Z,462.06,87.1,24.19
2025-06-05T16:20:11Z,459.09,86.54,24.04
2025-06-05T16:20:12Z,460.78,86.86,24.13
2025-06-05T16:20:13Z,460.96,86.89,24.14
2025-06-05T16:20:14Z,459.14,86.55,24.04
2025-06-05T16:20:15Z,460.36,86.77,24.1
2025-06-05T16:20:16Z,456.45,86.04,23.9
2025-06-05T16:20:17Z,459.77,86.67,24.07
2025-06-05T16:20:18Z,451.84,85.17,23.66
2025-06-05T16:20:19Z,458.62,86.45,24.01
2025-06-05T16:20:20Z,459.23,86.56,24.05
2025-06-05T16:20:21Z,462.72,87.22,24.23
2025-06-05T16:20:22Z,466.57,87.95,24.43
2025-06-05T16:20:23Z,469.29,88.46,24.57
2025-06-05T16:20:24Z,467.13,88.05,24.46
2025-06-05T16:20:25Z,460.28,86.76,24.1
2025-06-05T16:20:26Z,462.9,87.25,24.24
2025-06-05T16:20:27Z,460.19,86.74,24.1
2025-06-05T16:20:28Z,457.23,86.19,23.94
2025-06-05T16:20:29Z,462.77,87.23,24.23
2025-06-05T16:20:30Z,466.27,87.89,24.41
2025-06-05T16:20:31Z,463.09,87.29,24.25
2025-06-05T16:20:32Z,460.06,86.72,24.09
2025-06-05T16:20:33Z,458.6,86.44,24.01
2025-06-05T16:20:34Z,457.04,86.15,23.93
2025-06-05T16:20:35Z,453.79,85.54,23.76
2025-06-05T16:20:36Z,447.86,84.42,23.45
2025-06-05T16:20:37Z,446.59,84.18,23.38
2025-06-05T16:20:38Z,453.6,85.5,23.75
2025-06-05T16:20:39Z,456.42,86.03,23.9
2025-06-05T16:20:40Z,462.84,87.24,24.23
2025-06-05T16:20:41Z,464.67,87.59,24.33
2025-06-05T16:20:42Z,461.51,86.99,24.16
2025-06-05T16:20:43Z,462.27,87.14,24.2
2025-06-05T16:20:44Z,454.32,85.64,23.79
2025-06-05T16:20:45Z,450.93,85.0,23.61
2025-06-05T16:20:46Z,449.81,84.79,23.55
2025-06-05T16:20:47Z,451.08,85.03,23.62
2025-06-05T16:20:48Z,453.55,85.49,23.75
2025-06-05T16:20:49Z,452.99,85.39,23.72
2025-06-05T16:20:50Z,452.07,85.21,23.67
2025-06-05T16:20:51Z,447.51,84.35,23.43
2025-06-05T16:20:52Z,447.08,84.27,23.41
2025-06-05T16:20:53Z,453.47,85.48,23.74
2025-06-05T16:20:54Z,458.18,86.37,23.99
2025-06-05T16:20:55Z,452.92,85.37,23.72
2025-06-05T16:20:56Z,446.32,84.13,23.37
2025-06-05T16:20:57Z,446.56,84.17,23.38
2025-06-05T16:20:58Z,448.68,84.57,23.49
2025-06-05T16:20:59Z,446.05,84.08,23.36
2025-06-05T16:21:00Z,451.12,85.03,23.62
2025-06-05T16:21:01Z,455.12,85.79,23.83
2025-06-05T16:21:02Z,457.87,86.31,23.97
2025-06-05T16:21:03Z,453.49,85.48,23.74
2025-06-05T16:21:04Z,448.7,84.58,23.49
2025-06-05T16:21:05Z,441.13,83.15,23.1
2025-06-05T16:21:06Z,437.07,82.39,22.88
2025-06-05T16:21:07Z,436.67,82.31,22.86
2025-06-05T16:21:08Z,442.24,83.36,23.16
2025-06-05T16:21:09Z,435.44,82.08,22.8
2025-06-05T16:21:10Z,434.08,81.82,22.73
2025-06-05T16:21:11Z,436.14,82.21,22.84
2025-06-05T16:21:12Z,431.28,81.29,22.58
2025-06-05T16:21:13Z,434.41,81.88,22.75
2025-06-05T16:21:14Z,434.32,81.87,22.74
2025-06-05T16:21:15Z,430.24,81.1,22.53
2025-06-05T16:21:16Z,432.73,81.57,22.66
2025-06-05T16:21:17Z,424.86,80.08,22.25
2025-06-05T16:21:18Z,428.85,80.84,22.45
2025-06-05T16:21:19Z,433.15,81.65,22.68
2025-06-05T16:21:20Z,426.89,80.47,22.35
2025-06-05T16:21:21Z,425.7,80.24,22.29
2025-06-05T16:21:22Z,420.54,79.27,22.02
2025-06-05T16:21:23Z,427.83,80.64,22.4
2025-06-05T16:21:24Z,428.11,80.7,22.42
2025-06-05T16:21:25Z,420.95,79.35,22.04
2025-06-05T16:21:26Z,416.96,78.6,21.83
2025-06-05T16:21:27Z,422.51,79.64,22.12
2025-06-05T16:21:28Z,421.81,79.51,22.09
2025-06-05T16:21:29Z,426.61,80.41,22.34
2025-06-05T16:21:30Z,429.28,80.92,22.48
2025-06-05T16:21:31Z,437.04,82.38,22.88
2025-06-05T16:21:32Z,438.56,82.67,22.96
2025-06-05T16:21:33Z,445.72,84.02,23.34
2025-06-05T16:21:34Z,451.95,85.19,23.66
2025-06-05T16:21:35Z,453.75,85.53,23.76
2025-06-05T16:21:36Z,457.24,86.19,23.94
2025-06-05T16:21:37Z,457.31,86.2,23.94
2025-06-05T16:21:38Z,462.57,87.19,24.22
2025-06-05T16:21:39Z,463.33,87.34,24.26
2025-06-05T16:21:40Z,469.66,88.53,24.59
2025-06-05T16:21:41Z,473.53,89.26,24.79
2025-06-05T16:21:42Z,473.13,89.18,24.77
2025-06-05T16:21:43Z,469.3,88.46,24.57
2025-06-05T16:21:44Z,465.28,87.7,24.36
2025-06-05T16:21:45Z,467.47,88.12,24.48
2025-06-05T16:21:46Z,471.7,88.91,24.7
2025-06-05T16:21:47Z,472.04,88.98,24.72
2025-06-05T16:21:48Z,474.05,89.36,24.82
2025-06-05T16:21:49Z,470.47,88.68,24.63
2025-06-05T16:21:50Z,463.74,87.41,24.28
2025-06-05T16:21:51Z,460.33,86.77,24.1
2025-06-05T16:21:52Z,456.7,86.09,23.91
2025-06-05T16:21:53Z,453.83,85.54,23.76
2025-06-05T16:21:54Z,454.47,85.67,23.8
2025-06-05T16:21:55Z,448.71,84.58,23.49
2025-06-05T16:21:56Z,444.44,83.77,23.27
2025-06-05T16:21:57Z,447.52,84.36,23.43
2025-06-05T16:21:58Z,450.81,84.98,23.6
2025-06-05T16:21:59Z,443.87,83.67,23.24
2025-06-05T16:22:00Z,442.4,83.39,23.16
2025-06-05T16:22:01Z,443.08,83.52,23.2
2025-06-05T16:22:02Z,441.74,83.27,23.13
2025-06-05T16:22:03Z,437.07,82.39,22.89
2025-06-05T16:22:04Z,435.8,82.15,22.82
2025-06-05T16:22:05Z,442.25,83.36,23.16
2025-06-05T16:22:06Z,443.58,83.61,23.23
2025-06-05T16:22:07Z,446.7,84.2,23.39
2025-06-05T16:22:08Z,452.37,85.27,23.69
2025-06-05T16:22:09Z,456.6,86.07,23.91
2025-06-05T16:22:10Z,454.7,85.71,23.81
2025-06-05T16:22:11Z,446.83,84.23,23.4
2025-06-05T16:22:12Z,444.47,83.78,23.27
2025-06-05T16:22:13Z,448.51,84.54,23.48
2025-06-05T16:22:14Z,454.13,85.6,23.78
2025-06-05T16:22:15Z,461.35,86.96,24.16
2025-06-05T16:22:16Z,460.06,86.72,24.09
2025-06-05T16:22:17Z,464.0,87.46,24.29
2025-06-05T16:22:18Z,464.73,87.6,24.33
2025-06-05T16:22:19Z,466.38,87.91,24.42
2025-06-05T16:22:20Z,461.93,87.07,24.19
2025-06-05T16:22:21Z,457.46,86.23,23.95
2025-06-05T16:22:22Z,456.44,86.04,23.9
2025-06-05T16:22:23Z,448.95,84.62,23.51
2025-06-05T16:22:24Z,446.34,84.13,23.37
2025-06-05T16:22:25Z,449.19,84.67,23.52
2025-06-05T16:22:26Z,447.67,84.38,23.44
2025-06-05T16:22:27Z,442.34,83.38,23.16
2025-06-05T16:22:28Z,441.82,83.28,23.13
2025-06-05T16:22:29Z,435.89,82.16,22.82
2025-06-05T16:22:30Z,437.84,82.53,22.93
2025-06-05T16:22:31Z,430.31,81.11,22.53
2025-06-05T16:22:32Z,428.62,80.79,22.44
2025-06-05T16:22:33Z,429.65,80.99,22.5
2025-06-05T16:22:34Z,422.12,79.57,22.1
2025-06-05T16:22:35Z,424.39,80.0,22.22
2025-06-05T16:22:36Z,418.59,78.9,21.92
2025-06-05T16:22:37Z,417.98,78.79,21.89
2025-06-05T16:22:38Z,410.83,77.44,21.51
2025-06-05T16:22:39Z,408.9,77.08,21.41
2025-06-05T16:22:40Z,404.31,76.21,21.17
2025-06-05T16:22:41Z,401.56,75.69,21.03
2025-06-05T16:22:42Z,405.72,76.48,21.24
2025-06-05T16:22:43Z,403.79,76.11,21.14
2025-06-05T16:22:44Z,407.8,76.87,21.35
2025-06-05T16:22:45Z,413.08,77.86,21.63
2025-06-05T16:22:46Z,409.14,77.12,21.42
